No.,State,District,Market,Commodity,Variety,Grade,Arrival Date,Min Price,Max Price,Modal Price
5560,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,6000,7000,7000
5561,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,3000,4000,4000
5562,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,3000,3600,3600
5563,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,12000,14000,14000
5564,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,4000,4400,4400
5565,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,5000,5400,5400
5566,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1800,2000,2000
5567,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3000,4000,4000
5568,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,6000,7000,7000
5569,Tamil Nadu,Madurai,Usilampatty,Amaranthus,Amaranthus,Local,01/03/2025,3000,4000,4000
5570,Tamil Nadu,Madurai,Usilampatty,Ashgourd,Gouard,Local,01/03/2025,1800,2000,2000
5571,Tamil Nadu,Madurai,Usilampatty,Bottle gourd,Bottle Gourd,Local,01/03/2025,1800,2000,2000
5572,Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,4000,4500,4500
5573,Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,4500,5000,5000
5574,Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,2000,2500,2500
5575,Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,01/03/2025,2500,3000,3000
5576,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,01/03/2025,3500,4000,4000
5577,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,5000,5500,5500
5578,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,4000,4500,4500
5579,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Garlic,Average,Local,01/03/2025,15000,17000,17000
5580,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Mango,Safeda,Local,01/03/2025,5000,6000,6000
5581,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,3500,4000,4000
5582,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,2000,2500,2500
5583,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,3000,3000,3000
5584,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,4500,4500,4500
5585,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/03/2025,3000,3500,3500
5586,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,2500,3000,3000
5587,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,5000,6000,6000
5588,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,01/03/2025,5000,5000,5000
5589,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,3500,4000,4000
5590,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,01/03/2025,6000,6000,6000
5591,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,4000,4000,4000
5592,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,2000,2500,2500
5593,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,7000,8000,8000
5594,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,5000,5500,5500
5595,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,01/03/2025,11000,12000,12000
5596,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/03/2025,3500,4000,4000
5597,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,4800,5000,5000
5598,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Chow Chow,Chow Chow,Local,01/03/2025,3200,3500,3500
5599,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Cluster beans,Cluster Beans,Local,01/03/2025,4200,4500,4500
5600,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,5500,6000,6000
5601,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Green Chilli,Green Chilly,Local,01/03/2025,4200,4500,4500
5602,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Tamarind Fruit,Tamarind Fruit,Local,01/03/2025,10000,12000,12000
5603,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Tender Coconut,Tender Coconut,Local,01/03/2025,3500,4000,4000
5604,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,1600,2000,2000
5605,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,2500,3000,3000
5606,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,3500,4000,4000
5607,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,01/03/2025,2000,3000,3000
5608,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,4000,4500,4500
5609,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1200,1500,1500
5610,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,3200,6000,6000
5611,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,01/03/2025,2600,3000,3000
5612,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,1200,1600,1600
5613,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Cabbage,Cabbage,Local,01/03/2025,1700,2000,2000
5614,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,01/03/2025,2600,3000,3000
5615,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,3500,4000,4000
5616,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,01/03/2025,7000,8000,8000
5617,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,01/03/2025,4400,4800,4800
5618,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,3500,4000,4000
5619,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,3500,4000,4000
5620,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,3500,4000,4000
5621,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,4400,4800,4800
5622,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1200,1600,1600
5623,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Capsicum,Capsicum,Local,01/03/2025,3500,4000,4000
5624,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,01/03/2025,5500,6000,6000
5625,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,3000,3600,3600
5626,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,01/03/2025,2600,3000,3000
5627,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Lime,Lime,Local,01/03/2025,3500,4000,4000
5628,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,3500,3800,3800
5629,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/03/2025,1500,1800,1800
5630,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Thondekai,Thondekai,Local,01/03/2025,3000,3200,3200
5631,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,6200,7000,7000
5632,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,5500,6000,6000
5633,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,4500,5000,5000
5634,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,3000,3500,3500
5635,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,5500,6000,6000
5636,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,4000,5000,5000
5637,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,1500,2000,2000
5638,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,2500,3000,3000
5639,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,80000,1000,1000
5640,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Chili Red,Bold,Local,01/03/2025,21000,22000,22000
5641,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,5500,6000,6000
5642,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,3000,3500,3500
5643,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,3000,3500,3500
5644,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,01/03/2025,4500,5000,5000
5645,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Jasmine,Jasmine,Local,01/03/2025,80000,88000,88000
5646,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2025,6000,7000,7000
5647,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,01/03/2025,15000,16000,16000
5648,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,3000,3500,3500
5649,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,3500,4500,4500
5650,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1200,1500,1500
5651,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,2000,2200,2200
5652,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,01/03/2025,2000,2500,2500
5653,Tamil Nadu,Namakkal,Tiruchengode,Banana - Green,Banana - Green,Local,01/03/2025,2500,3000,3000
5654,Tamil Nadu,Namakkal,Tiruchengode,Bottle gourd,Bottle Gourd,Local,01/03/2025,1000,1500,1500
5655,Tamil Nadu,Namakkal,Tiruchengode,Cauliflower,Ranchi,Local,01/03/2025,1500,3000,3000
5656,Tamil Nadu,Namakkal,Tiruchengode,Cluster beans,Cluster Beans,Local,01/03/2025,3000,3500,3500
5657,Tamil Nadu,Namakkal,Tiruchengode,Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,3500,4000,4000
5658,Tamil Nadu,Namakkal,Tiruchengode,Mashrooms,Mashrooms,Local,01/03/2025,3000,3500,3500
5659,Tamil Nadu,Namakkal,Tiruchengode,Mousambi(Sweet Lime),Mousambi,Local,01/03/2025,2500,3000,3000
5660,Tamil Nadu,Namakkal,Tiruchengode,Potato,(Red Nanital),Local,01/03/2025,3000,3500,3500
5661,Tamil Nadu,Namakkal,Tiruchengode,Water Melon,Water Melon,Local,01/03/2025,2000,2500,2500
5662,Tamil Nadu,Namakkal,Tiruchengode,Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,6000,7000,7000
5663,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Apple,American,Local,01/03/2025,18000,22000,22000
5664,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,3200,3200,3200
5665,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,1600,1600,1600
5666,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cabbage,Cabbage,Local,01/03/2025,2000,2000,2000
5667,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Capsicum,Capsicum,Local,01/03/2025,4800,4800,4800
5668,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,01/03/2025,2800,2800,2800
5669,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,10000,10000,10000
5670,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,01/03/2025,8000,8000,8000
5671,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,01/03/2025,3600,3600,3600
5672,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Mousambi(Sweet Lime),Mousambi,Local,01/03/2025,10000,12000,12000
5673,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,4000,4000,4000
5674,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,3200,3200,3200
5675,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3200,3200,3200
5676,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,6000,6000,6000
5677,Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,2500,3000,3000
5678,Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,80000,1000,1000
5679,Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,3500,4000,4000
5680,Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1500,2000,2000
5681,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,5000,6000,6000
5682,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,3500,4000,4000
5683,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,2500,3000,3000
5684,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,6000,7000,7000
5685,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,4000,4500,4500
5686,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1500,2000,2000
5687,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,3000,4000,4000
5688,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,1000,1000,1000
5689,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,3000,4000,4000
5690,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1000,1500,1500
5691,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1500,2000,2000
5692,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,2500,3000,3000
5693,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,4000,5000,5000
5694,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,4000,5000,5000
5695,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,3000,4000,4000
5696,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,1500,2000,2000
5697,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1500,2000,2000
5698,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1500,2000,2000
5699,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,2400,3000,3000
5700,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,2000,2500,2500
5701,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,1000,1000,1000
5702,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,5000,6000,6000
5703,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Green Peas,Green Peas,Local,01/03/2025,5000,6000,6000
5704,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Jack Fruit,Jack Fruit,Local,01/03/2025,3000,4000,4000
5705,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,01/03/2025,10000,11000,11000
5706,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,3000,3500,3500
5707,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,1000,1500,1500
5708,Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1500,2000,2000
5709,Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,2100,2500,2500
5710,Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,4500,5000,5000
5711,Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,3500,4000,4000
5712,Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,4000,5000,5000
5713,Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Kakada,Kakada,Local,01/03/2025,50000,60000,60000
5714,Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Lime,Lime,Local,01/03/2025,13000,14000,14000
5715,Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,4500,5000,5000
5716,Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ),Tube Flower,Tube Flower,Local,01/03/2025,60000,70000,70000
5717,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,5500,6000,6000
5718,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,6000,6500,6500
5719,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,5000,5500,5500
5720,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Kakada,Kakada,Local,01/03/2025,65000,75000,75000
5721,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,9000,10000,10000
5722,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,5500,6000,6000
5723,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,5500,6000,6000
5724,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,01/03/2025,3000,3500,3500
5725,Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,2000,2500,2500
5726,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,2500,3000,3000
5727,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,4000,5000,5000
5728,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,4000,5000,5000
5729,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,2000,2000,2000
5730,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Capsicum,Capsicum,Local,01/03/2025,5000,5000,5000
5731,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,01/03/2025,3500,3500,3500
5732,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Colacasia,Colacasia,Local,01/03/2025,5000,5000,5000
5733,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Garlic,Average,Local,01/03/2025,16000,16000,16000
5734,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Green Peas,Green Peas,Local,01/03/2025,5000,5000,5000
5735,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,01/03/2025,5000,6000,6000
5736,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,01/03/2025,3000,3000,3000
5737,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,3000,3000,3000
5738,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,5000,5000,5000
5739,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Tender Coconut,Tender Coconut,Local,01/03/2025,2000,2500,2500
5740,Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Water Melon,Water Melon,Local,01/03/2025,3000,3000,3000
5741,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,2000,3000,3000
5742,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Capsicum,Capsicum,Local,01/03/2025,5000,5000,5000
5743,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,5000,5000,5000
5744,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,8000,12000,12000
5745,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Garlic,Average,Local,01/03/2025,13000,13000,13000
5746,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Jasmine,Jasmine,Local,01/03/2025,50000,50000,50000
5747,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,01/03/2025,2500,2500,2500
5748,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,3500,4000,4000
5749,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,6000,6000,6000
5750,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,5000,5000,5000
5751,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,3000,3000,3000
5752,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1800,2000,2000
5753,Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,01/03/2025,10000,25000,25000
5754,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,1600,2000,2000
5755,Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,5500,6000,6000
